;RowNum,LocalDate,LocalTime,{[MW]AIT_BR_001_ACT},{[MW]AIT_DS_001_ACT},{[MW]CT_BR_001_ACT},{[MW]CT_BR_002_ACT},{[MW]CT_BR_003_ACT},{[MW]CT_PR_001_ACT},{[MW]CT_DS_001_ACT},{[MW]CT_DS_002_ACT},{[MW]CT_DS_003_ACT},{[MW]CT_DS_004_ACT},{[MW]CT_DS_005_ACT},{[MW]CT_DS_006_ACT},{[MW]FIT_BR_001_ACT},{[MW]FIT_BR_002_ACT},{[MW]FIT_BR_003_ACT},{[MW]FIT_DS_001_ACT},{[MW]FIT_DS_003_ACT},{[MW]FIT_DS_004_ACT},{[MW]FIT_DS_005_ACT},{[MW]FIT_DS_006_ACT},{[MW]FIT_DS_007_ACT},{[MW]FIT_PR_001_ACT},{[MW]PT_BR_001_ACT},{[MW]PIT_BR_002_ACT},{[MW]PT_DS_001_ACT},{[MW]PIT_DS_002_ACT},{[MW]PT_DS_003_ACT},{[MW]PT_DS_004_ACT},{[MW]PT_DS_005_ACT},{[MW]PIT_DS_006_ACT},{[MW]PT_DS_007_ACT},{[MW]PT_DS_008_ACT},{[MW]TT_BR_001_ACT},{[MW]TT_DS_001_ACT},{[MW]TT_DS_002_ACT},{[MW]PMP_BR_002_ACT},{[MW]PMP_DS_002_ACT},{[MW]PMP_DS_004_ACT},{[MW]OARO1_Recovery},{[MW]OARO1_DrawDP},{[MW]OARO1_FeedDP},{[MW]OARO1_TMPRESS},{[MW]OARO2_Recovery},{[MW]OARO2_DrawDP},{[MW]OARO2_FeedDP},{[MW]OARO2_TMPRESS},{[MW]RO_Recovery},{[MW]RO_DP},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,11/25/2016,13:44:10,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.96,25.26,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.09,-20.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,11/25/2016,13:44:11,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.07,-0.10,0.08,25.64,26.96,25.26,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-82.29,0.01,-0.02,-25.08,-40.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,11/25/2016,13:44:12,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.07,-0.11,0.08,25.64,26.98,25.26,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-98.86,0.01,-0.02,-25.08,-50.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,11/25/2016,13:44:13,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.96,25.26,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-98.86,0.00,-0.01,-25.08,-50.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,11/25/2016,13:44:14,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.08,-50.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,11/25/2016,13:44:15,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.10,-82.29,0.00,-0.01,-25.08,-50.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,11/25/2016,13:44:16,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.07,-0.11,0.08,25.64,26.96,25.26,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.02,-25.08,-50.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,11/25/2016,13:44:17,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.01,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-98.86,0.00,-0.01,-25.07,-400.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,11/25/2016,13:44:18,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.10,-82.29,0.01,-0.01,-25.08,210.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,11/25/2016,13:44:19,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.06,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.09,1690.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,11/25/2016,13:44:20,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.10,-82.29,0.01,-0.01,-25.09,460.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,11/25/2016,13:44:21,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-82.29,0.01,-0.01,-25.08,110.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,11/25/2016,13:44:22,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.00,-0.01,-25.08,990.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,11/25/2016,13:44:23,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.04,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.00,-0.01,-25.08,1270.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,11/25/2016,13:44:24,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.26,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.09,540.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,11/25/2016,13:44:25,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.09,25.64,26.98,25.26,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-98.86,0.00,-0.01,-25.08,120.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,11/25/2016,13:44:26,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.08,30.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,11/25/2016,13:44:27,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-82.29,0.01,-0.01,-25.09,850.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,11/25/2016,13:44:28,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.08,820.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,11/25/2016,13:44:29,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-98.86,0.01,-0.01,-25.09,210.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,11/25/2016,13:44:30,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.07,-0.11,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.07,1.#T,-0.20,0.00,0.11,-82.29,0.01,-0.02,-25.08,60.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,11/25/2016,13:44:31,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.04,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.96,25.26,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.08,1080.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,11/25/2016,13:44:32,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.09,-25.07,-0.10,0.08,25.64,26.96,25.27,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.10,-82.29,0.01,-0.02,-25.08,400.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,11/25/2016,13:44:33,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.96,25.26,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.10,-98.86,0.00,-0.01,-25.08,150.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,11/25/2016,13:44:34,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.10,-82.29,0.00,-0.01,-25.08,10.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,11/25/2016,13:44:35,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.01,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.08,-20.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,11/25/2016,13:44:36,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,0.00,-0.01,-25.08,-40.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,11/25/2016,13:44:37,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,-0.00,-0.01,-25.07,-40.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,11/25/2016,13:44:38,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.04,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.28,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,-0.01,-0.01,-25.07,1260.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,11/25/2016,13:44:39,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,-0.00,-0.01,-25.07,890.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,11/25/2016,13:44:40,8.24,173.97,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.06,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.28,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,0.00,-0.01,-25.08,1590.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,11/25/2016,13:44:41,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,0.01,-0.01,-25.08,920.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,11/25/2016,13:44:42,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.27,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.11,-82.29,-0.00,-0.01,-25.07,240.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,11/25/2016,13:44:43,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.06,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.26,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-82.29,0.00,-0.01,-25.08,1580.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,11/25/2016,13:44:44,8.24,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.12,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.11,0.08,25.64,26.98,25.28,-25.06,-25.06,-25.06,1.#T,-0.19,0.00,0.11,-82.29,0.00,-0.01,-25.08,3220.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,11/25/2016,13:44:45,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.25,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.14,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.28,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-82.29,0.00,-0.01,-25.08,3660.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,11/25/2016,13:44:46,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.10,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.28,-25.06,-25.06,-25.06,1.#T,-0.18,0.00,0.10,-82.29,0.00,-0.01,-25.08,2670.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,11/25/2016,13:44:47,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.12,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.64,26.98,25.28,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.10,-82.29,0.01,-0.01,-25.09,3370.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
